"","date","year","month","day","births","dow","holiday","majorholiday"
"4069",1980-02-21,1980,2,21,10156,4,NA,FALSE
"4070",1980-02-22,1980,2,22,10268,5,NA,FALSE
"4071",1980-02-23,1980,2,23,8956,6,NA,FALSE
"4072",1980-02-24,1980,2,24,8604,0,NA,FALSE
"4073",1980-02-25,1980,2,25,10032,1,NA,FALSE
"4074",1980-02-26,1980,2,26,10177,2,NA,FALSE
"4075",1980-02-27,1980,2,27,9783,3,NA,FALSE
"4076",1980-02-28,1980,2,28,10211,4,NA,FALSE
"4077",1980-02-29,1980,2,29,9615,5,NA,FALSE
"4078",1980-03-01,1980,3,1,8610,6,NA,FALSE
"4079",1980-03-02,1980,3,2,8339,0,NA,FALSE
"4080",1980-03-03,1980,3,3,10053,1,NA,FALSE
"4081",1980-03-04,1980,3,4,10113,2,NA,FALSE
"4082",1980-03-05,1980,3,5,9978,3,NA,FALSE
"4083",1980-03-06,1980,3,6,10067,4,NA,FALSE
"4084",1980-03-07,1980,3,7,10043,5,NA,FALSE
"4085",1980-03-08,1980,3,8,8883,6,NA,FALSE
"4086",1980-03-09,1980,3,9,8440,0,NA,FALSE
"4087",1980-03-10,1980,3,10,9922,1,"Commonwealth Day",FALSE
"4088",1980-03-11,1980,3,11,10234,2,NA,FALSE
"4089",1980-03-12,1980,3,12,10075,3,NA,FALSE
"4090",1980-03-13,1980,3,13,9770,4,NA,FALSE
"4091",1980-03-14,1980,3,14,9961,5,NA,FALSE
"4092",1980-03-15,1980,3,15,8711,6,NA,FALSE
"4093",1980-03-16,1980,3,16,8429,0,NA,FALSE
"4094",1980-03-17,1980,3,17,10259,1,"St. Patrick’s day",TRUE
"4095",1980-03-18,1980,3,18,10101,2,NA,FALSE
"4096",1980-03-19,1980,3,19,10111,3,NA,FALSE
"4097",1980-03-20,1980,3,20,9799,4,"Vernal Equinox",FALSE
"4098",1980-03-21,1980,3,21,10356,5,NA,FALSE
"4099",1980-03-22,1980,3,22,8902,6,NA,FALSE
"4100",1980-03-23,1980,3,23,8530,0,NA,FALSE
"4101",1980-03-24,1980,3,24,10100,1,NA,FALSE
"4102",1980-03-25,1980,3,25,10553,2,NA,FALSE
"4103",1980-03-26,1980,3,26,10094,3,NA,FALSE
"4104",1980-03-27,1980,3,27,9952,4,NA,FALSE
"4105",1980-03-28,1980,3,28,10115,5,NA,FALSE
"4106",1980-03-29,1980,3,29,8867,6,NA,FALSE
"4107",1980-03-30,1980,3,30,8482,0,"Palm Sunday",TRUE
"4108",1980-03-31,1980,3,31,9897,1,NA,FALSE
"4109",1980-04-01,1980,4,1,10146,2,"April Fools’ Day",TRUE
"4110",1980-04-02,1980,4,2,10088,3,NA,FALSE
"4111",1980-04-03,1980,4,3,9887,4,NA,FALSE
"4112",1980-04-04,1980,4,4,10033,5,"Good Friday",TRUE
"4113",1980-04-05,1980,4,5,8476,6,NA,FALSE
"4114",1980-04-06,1980,4,6,8413,0,"Easter Sunday",TRUE
"4115",1980-04-07,1980,4,7,9863,1,"Easter Monday",TRUE
"4116",1980-04-08,1980,4,8,10323,2,NA,FALSE
"4117",1980-04-09,1980,4,9,9957,3,NA,FALSE
"4118",1980-04-10,1980,4,10,9943,4,NA,FALSE
"4119",1980-04-11,1980,4,11,9945,5,NA,FALSE
"4120",1980-04-12,1980,4,12,8544,6,NA,FALSE
"4121",1980-04-13,1980,4,13,8281,0,NA,FALSE
"4122",1980-04-14,1980,4,14,9821,1,NA,FALSE
"4123",1980-04-15,1980,4,15,10141,2,NA,FALSE
"4124",1980-04-16,1980,4,16,10130,3,NA,FALSE
"4125",1980-04-17,1980,4,17,9751,4,NA,FALSE
"4126",1980-04-18,1980,4,18,9961,5,NA,FALSE
"4127",1980-04-19,1980,4,19,8642,6,NA,FALSE
"4128",1980-04-20,1980,4,20,8460,0,NA,FALSE
"4129",1980-04-21,1980,4,21,10004,1,NA,FALSE
"4130",1980-04-22,1980,4,22,10344,2,"Earth Day",FALSE
"4131",1980-04-23,1980,4,23,9985,3,NA,FALSE
"4132",1980-04-24,1980,4,24,9870,4,NA,FALSE
"4133",1980-04-25,1980,4,25,10007,5,"ANZAC Day",FALSE
"4134",1980-04-26,1980,4,26,8410,6,NA,FALSE
"4135",1980-04-27,1980,4,27,7856,0,"Daylight Saving Time Start",FALSE
"4136",1980-04-28,1980,4,28,9926,1,NA,FALSE
"4137",1980-04-29,1980,4,29,10155,2,NA,FALSE
"4138",1980-04-30,1980,4,30,9832,3,NA,FALSE
"4139",1980-05-01,1980,5,1,10131,4,NA,FALSE
"4140",1980-05-02,1980,5,2,9991,5,NA,FALSE
"4141",1980-05-03,1980,5,3,8659,6,NA,FALSE
"4142",1980-05-04,1980,5,4,8086,0,NA,FALSE
"4143",1980-05-05,1980,5,5,9951,1,"Cinco de Mayo",TRUE
"4144",1980-05-06,1980,5,6,10199,2,NA,FALSE
"4145",1980-05-07,1980,5,7,9524,3,NA,FALSE
"4146",1980-05-08,1980,5,8,9418,4,NA,FALSE
"4147",1980-05-09,1980,5,9,9766,5,"Europe Day",FALSE
"4148",1980-05-10,1980,5,10,8431,6,NA,FALSE
"4149",1980-05-11,1980,5,11,8312,0,"Mother’s Day",TRUE
"4150",1980-05-12,1980,5,12,9922,1,NA,FALSE
"4151",1980-05-13,1980,5,13,9967,2,NA,FALSE
"4152",1980-05-14,1980,5,14,9717,3,NA,FALSE
"4153",1980-05-15,1980,5,15,9832,4,NA,FALSE
"4154",1980-05-16,1980,5,16,9842,5,NA,FALSE
"4155",1980-05-17,1980,5,17,8385,6,"Armed Forces Day",FALSE
"4156",1980-05-18,1980,5,18,8323,0,NA,FALSE
"4157",1980-05-19,1980,5,19,9984,1,"Victoria Day",FALSE
"4158",1980-05-20,1980,5,20,10571,2,NA,FALSE
"4159",1980-05-21,1980,5,21,9682,3,NA,FALSE
"4160",1980-05-22,1980,5,22,10109,4,NA,FALSE
"4161",1980-05-23,1980,5,23,10258,5,NA,FALSE
"4162",1980-05-24,1980,5,24,8659,6,NA,FALSE
"4163",1980-05-25,1980,5,25,8462,0,NA,FALSE
"4164",1980-05-26,1980,5,26,8644,1,"Memorial Day",TRUE
"4165",1980-05-27,1980,5,27,10149,2,NA,FALSE
"4166",1980-05-28,1980,5,28,10198,3,NA,FALSE
"4167",1980-05-29,1980,5,29,10189,4,NA,FALSE
"4168",1980-05-30,1980,5,30,10182,5,NA,FALSE
"4169",1980-05-31,1980,5,31,8574,6,NA,FALSE
"4170",1980-06-01,1980,6,1,8454,0,NA,FALSE
"4171",1980-06-02,1980,6,2,9933,1,NA,FALSE
"4172",1980-06-03,1980,6,3,10258,2,NA,FALSE
"4173",1980-06-04,1980,6,4,10010,3,NA,FALSE
"4174",1980-06-05,1980,6,5,9978,4,NA,FALSE
"4175",1980-06-06,1980,6,6,10222,5,NA,FALSE
"4176",1980-06-07,1980,6,7,8816,6,NA,FALSE
"4177",1980-06-08,1980,6,8,8183,0,NA,FALSE
"4178",1980-06-09,1980,6,9,9666,1,"Australian Queen’s Birthday",FALSE
"4179",1980-06-10,1980,6,10,10340,2,NA,FALSE
"4180",1980-06-11,1980,6,11,10042,3,NA,FALSE
"4181",1980-06-12,1980,6,12,9966,4,NA,FALSE
"4182",1980-06-13,1980,6,13,9887,5,NA,FALSE
"4183",1980-06-14,1980,6,14,8715,6,NA,FALSE
"4184",1980-06-15,1980,6,15,8674,0,"Father’s Day",TRUE
"4185",1980-06-16,1980,6,16,10249,1,NA,FALSE
"4186",1980-06-17,1980,6,17,10209,2,NA,FALSE
"4187",1980-06-18,1980,6,18,10336,3,NA,FALSE
"4188",1980-06-19,1980,6,19,10240,4,NA,FALSE
"4189",1980-06-20,1980,6,20,10326,5,NA,FALSE
"4190",1980-06-21,1980,6,21,8812,6,"Summer Solstice",FALSE
"4191",1980-06-22,1980,6,22,8733,0,NA,FALSE
"4192",1980-06-23,1980,6,23,10492,1,NA,FALSE
"4193",1980-06-24,1980,6,24,10859,2,"St. Jean-Baptiste Day",FALSE
"4194",1980-06-25,1980,6,25,10550,3,NA,FALSE
"4195",1980-06-26,1980,6,26,10621,4,NA,FALSE
"4196",1980-06-27,1980,6,27,10688,5,NA,FALSE
"4197",1980-06-28,1980,6,28,9011,6,NA,FALSE
"4198",1980-06-29,1980,6,29,8820,0,NA,FALSE
"4199",1980-06-30,1980,6,30,10371,1,NA,FALSE
"4200",1980-07-01,1980,7,1,10921,2,"Canada Day",FALSE
"4201",1980-07-02,1980,7,2,10914,3,NA,FALSE
"4202",1980-07-03,1980,7,3,10694,4,NA,FALSE
"4203",1980-07-04,1980,7,4,9203,5,"Independence Day",TRUE
"4204",1980-07-05,1980,7,5,9228,6,NA,FALSE
"4205",1980-07-06,1980,7,6,8917,0,NA,FALSE
"4206",1980-07-07,1980,7,7,10484,1,NA,FALSE
"4207",1980-07-08,1980,7,8,11290,2,NA,FALSE
"4208",1980-07-09,1980,7,9,10800,3,NA,FALSE
"4209",1980-07-10,1980,7,10,10768,4,NA,FALSE
"4210",1980-07-11,1980,7,11,11078,5,NA,FALSE
"4211",1980-07-12,1980,7,12,9270,6,NA,FALSE
"4212",1980-07-13,1980,7,13,8943,0,NA,FALSE
"4213",1980-07-14,1980,7,14,10613,1,NA,FALSE
"4214",1980-07-15,1980,7,15,11095,2,NA,FALSE
"4215",1980-07-16,1980,7,16,11065,3,NA,FALSE
"4216",1980-07-17,1980,7,17,11062,4,NA,FALSE
"4217",1980-07-18,1980,7,18,10696,5,NA,FALSE
"4218",1980-07-19,1980,7,19,9191,6,NA,FALSE
"4219",1980-07-20,1980,7,20,9129,0,NA,FALSE
"4220",1980-07-21,1980,7,21,10853,1,NA,FALSE
"4221",1980-07-22,1980,7,22,11067,2,NA,FALSE
"4222",1980-07-23,1980,7,23,10616,3,NA,FALSE
"4223",1980-07-24,1980,7,24,10615,4,"Utah Pioneer Day",FALSE
"4224",1980-07-25,1980,7,25,10785,5,NA,FALSE
"4225",1980-07-26,1980,7,26,9429,6,NA,FALSE
"4226",1980-07-27,1980,7,27,9139,0,NA,FALSE
"4227",1980-07-28,1980,7,28,10926,1,NA,FALSE
"4228",1980-07-29,1980,7,29,11461,2,NA,FALSE
"4229",1980-07-30,1980,7,30,11126,3,NA,FALSE
"4230",1980-07-31,1980,7,31,10975,4,NA,FALSE
"4231",1980-08-01,1980,8,1,11006,5,NA,FALSE
"4232",1980-08-02,1980,8,2,9585,6,NA,FALSE
"4233",1980-08-03,1980,8,3,9176,0,NA,FALSE
"4234",1980-08-04,1980,8,4,10783,1,"Canada Civic Day",FALSE
"4235",1980-08-05,1980,8,5,11194,2,NA,FALSE
"4236",1980-08-06,1980,8,6,10785,3,NA,FALSE
"4237",1980-08-07,1980,8,7,11044,4,NA,FALSE
"4238",1980-08-08,1980,8,8,11492,5,NA,FALSE
"4239",1980-08-09,1980,8,9,9466,6,NA,FALSE
"4240",1980-08-10,1980,8,10,9145,0,NA,FALSE
"4241",1980-08-11,1980,8,11,11026,1,NA,FALSE
"4242",1980-08-12,1980,8,12,11371,2,NA,FALSE
"4243",1980-08-13,1980,8,13,10923,3,NA,FALSE
"4244",1980-08-14,1980,8,14,10756,4,NA,FALSE
"4245",1980-08-15,1980,8,15,10897,5,NA,FALSE
"4246",1980-08-16,1980,8,16,9361,6,NA,FALSE
"4247",1980-08-17,1980,8,17,9001,0,NA,FALSE
"4248",1980-08-18,1980,8,18,10933,1,NA,FALSE
"4249",1980-08-19,1980,8,19,11193,2,NA,FALSE
"4250",1980-08-20,1980,8,20,10942,3,NA,FALSE
"4251",1980-08-21,1980,8,21,10811,4,NA,FALSE
"4252",1980-08-22,1980,8,22,10779,5,NA,FALSE
"4253",1980-08-23,1980,8,23,9271,6,NA,FALSE
"4254",1980-08-24,1980,8,24,9103,0,NA,FALSE
"4255",1980-08-25,1980,8,25,10910,1,NA,FALSE
"4256",1980-08-26,1980,8,26,11151,2,NA,FALSE
"4257",1980-08-27,1980,8,27,11005,3,NA,FALSE
"4258",1980-08-28,1980,8,28,11007,4,NA,FALSE
"4259",1980-08-29,1980,8,29,10925,5,NA,FALSE
"4260",1980-08-30,1980,8,30,9510,6,NA,FALSE
"4261",1980-08-31,1980,8,31,9092,0,NA,FALSE
"4262",1980-09-01,1980,9,1,9129,1,"American Labor Day",TRUE
"4263",1980-09-02,1980,9,2,11057,2,NA,FALSE
"4264",1980-09-03,1980,9,3,11174,3,NA,FALSE
"4265",1980-09-04,1980,9,4,11039,4,NA,FALSE
"4266",1980-09-05,1980,9,5,11013,5,NA,FALSE
"4267",1980-09-06,1980,9,6,9545,6,NA,FALSE
"4268",1980-09-07,1980,9,7,9287,0,NA,FALSE
"4269",1980-09-08,1980,9,8,10900,1,"Grandparents Day",FALSE
"4270",1980-09-09,1980,9,9,11019,2,NA,FALSE
"4271",1980-09-10,1980,9,10,11003,3,NA,FALSE
"4272",1980-09-11,1980,9,11,10796,4,NA,FALSE
"4273",1980-09-12,1980,9,12,11198,5,NA,FALSE
"4274",1980-09-13,1980,9,13,9673,6,NA,FALSE
"4275",1980-09-14,1980,9,14,9499,0,NA,FALSE
"4276",1980-09-15,1980,9,15,11424,1,NA,FALSE
"4277",1980-09-16,1980,9,16,11414,2,NA,FALSE
"4278",1980-09-17,1980,9,17,11292,3,NA,FALSE
"4279",1980-09-18,1980,9,18,11317,4,NA,FALSE
"4280",1980-09-19,1980,9,19,11326,5,NA,FALSE
"4281",1980-09-20,1980,9,20,9967,6,NA,FALSE
"4282",1980-09-21,1980,9,21,9773,0,NA,FALSE
"4283",1980-09-22,1980,9,22,11613,1,"Autumnal Equinox",FALSE
"4284",1980-09-23,1980,9,23,11722,2,NA,FALSE
"4285",1980-09-24,1980,9,24,11333,3,NA,FALSE
"4286",1980-09-25,1980,9,25,10977,4,NA,FALSE
"4287",1980-09-26,1980,9,26,11163,5,NA,FALSE
"4288",1980-09-27,1980,9,27,9754,6,NA,FALSE
"4289",1980-09-28,1980,9,28,9263,0,NA,FALSE
"4290",1980-09-29,1980,9,29,11099,1,NA,FALSE
"4291",1980-09-30,1980,9,30,11301,2,NA,FALSE
"4292",1980-10-01,1980,10,1,11104,3,NA,FALSE
"4293",1980-10-02,1980,10,2,10929,4,NA,FALSE
"4294",1980-10-03,1980,10,3,11048,5,NA,FALSE
"4295",1980-10-04,1980,10,4,9352,6,NA,FALSE
"4296",1980-10-05,1980,10,5,9013,0,NA,FALSE
"4297",1980-10-06,1980,10,6,10539,1,NA,FALSE
"4298",1980-10-07,1980,10,7,10602,2,NA,FALSE
"4299",1980-10-08,1980,10,8,10827,3,NA,FALSE
"4300",1980-10-09,1980,10,9,10684,4,NA,FALSE
"4301",1980-10-10,1980,10,10,10754,5,NA,FALSE
"4302",1980-10-11,1980,10,11,8984,6,NA,FALSE
"4303",1980-10-12,1980,10,12,8674,0,NA,FALSE
"4304",1980-10-13,1980,10,13,10093,1,"Columbus Day",FALSE
"4305",1980-10-14,1980,10,14,10612,2,NA,FALSE
"4306",1980-10-15,1980,10,15,10580,3,NA,FALSE
"4307",1980-10-16,1980,10,16,10232,4,NA,FALSE
"4308",1980-10-17,1980,10,17,10328,5,NA,FALSE
"4309",1980-10-18,1980,10,18,8970,6,NA,FALSE
"4310",1980-10-19,1980,10,19,8669,0,NA,FALSE
"4311",1980-10-20,1980,10,20,10289,1,NA,FALSE
"4312",1980-10-21,1980,10,21,10373,2,NA,FALSE
"4313",1980-10-22,1980,10,22,10089,3,NA,FALSE
"4314",1980-10-23,1980,10,23,10051,4,"Creationism Day",FALSE
"4315",1980-10-24,1980,10,24,10380,5,NA,FALSE
"4316",1980-10-25,1980,10,25,8870,6,NA,FALSE
"4317",1980-10-26,1980,10,26,9159,0,"Daylight Saving Time End",FALSE
"4318",1980-10-27,1980,10,27,10100,1,NA,FALSE
"4319",1980-10-28,1980,10,28,10327,2,NA,FALSE
"4320",1980-10-29,1980,10,29,10081,3,NA,FALSE
"4321",1980-10-30,1980,10,30,9982,4,NA,FALSE
"4322",1980-10-31,1980,10,31,10101,5,"Halloween",TRUE
"4323",1980-11-01,1980,11,1,8851,6,NA,FALSE
"4324",1980-11-02,1980,11,2,8641,0,NA,FALSE
"4325",1980-11-03,1980,11,3,10289,1,NA,FALSE
"4326",1980-11-04,1980,11,4,10465,2,"General Election Day",FALSE
"4327",1980-11-05,1980,11,5,10373,3,NA,FALSE
"4328",1980-11-06,1980,11,6,10128,4,NA,FALSE
"4329",1980-11-07,1980,11,7,10517,5,NA,FALSE
"4330",1980-11-08,1980,11,8,8906,6,NA,FALSE
"4331",1980-11-09,1980,11,9,8745,0,NA,FALSE
"4332",1980-11-10,1980,11,10,10249,1,NA,FALSE
"4333",1980-11-11,1980,11,11,10326,2,"Veterans Day",TRUE
"4334",1980-11-12,1980,11,12,10059,3,NA,FALSE
"4335",1980-11-13,1980,11,13,9930,4,NA,FALSE
"4336",1980-11-14,1980,11,14,10413,5,NA,FALSE
"4337",1980-11-15,1980,11,15,8829,6,NA,FALSE
"4338",1980-11-16,1980,11,16,8563,0,NA,FALSE
"4339",1980-11-17,1980,11,17,10175,1,NA,FALSE
"4340",1980-11-18,1980,11,18,10500,2,NA,FALSE
"4341",1980-11-19,1980,11,19,10180,3,NA,FALSE
"4342",1980-11-20,1980,11,20,9977,4,NA,FALSE
"4343",1980-11-21,1980,11,21,10243,5,NA,FALSE
"4344",1980-11-22,1980,11,22,8680,6,NA,FALSE
"4345",1980-11-23,1980,11,23,8443,0,NA,FALSE
"4346",1980-11-24,1980,11,24,10447,1,NA,FALSE
"4347",1980-11-25,1980,11,25,10496,2,NA,FALSE
"4348",1980-11-26,1980,11,26,10236,3,NA,FALSE
"4349",1980-11-27,1980,11,27,8134,4,"American Thanksgiving",TRUE
"4350",1980-11-28,1980,11,28,9649,5,"Black Friday",TRUE
"4351",1980-11-29,1980,11,29,8821,6,NA,FALSE
"4352",1980-11-30,1980,11,30,8830,0,"St. Andrews Day",FALSE
"4353",1980-12-01,1980,12,1,10225,1,NA,FALSE
"4354",1980-12-02,1980,12,2,10711,2,NA,FALSE
"4355",1980-12-03,1980,12,3,10105,3,NA,FALSE
"4356",1980-12-04,1980,12,4,9925,4,NA,FALSE
"4357",1980-12-05,1980,12,5,10288,5,NA,FALSE
"4358",1980-12-06,1980,12,6,8659,6,NA,FALSE
"4359",1980-12-07,1980,12,7,8513,0,NA,FALSE
"4360",1980-12-08,1980,12,8,10368,1,NA,FALSE
"4361",1980-12-09,1980,12,9,10322,2,NA,FALSE
"4362",1980-12-10,1980,12,10,10120,3,"Human Rights Day",FALSE
"4363",1980-12-11,1980,12,11,9998,4,NA,FALSE
"4364",1980-12-12,1980,12,12,10039,5,NA,FALSE
"4365",1980-12-13,1980,12,13,8758,6,NA,FALSE
"4366",1980-12-14,1980,12,14,8523,0,NA,FALSE
"4367",1980-12-15,1980,12,15,10508,1,NA,FALSE
"4368",1980-12-16,1980,12,16,10772,2,NA,FALSE
"4369",1980-12-17,1980,12,17,10524,3,NA,FALSE
"4370",1980-12-18,1980,12,18,10580,4,NA,FALSE
"4371",1980-12-19,1980,12,19,10662,5,NA,FALSE
"4372",1980-12-20,1980,12,20,8526,6,NA,FALSE
"4373",1980-12-21,1980,12,21,8289,0,"Winter Solstice",FALSE
"4374",1980-12-22,1980,12,22,10035,1,NA,FALSE
"4375",1980-12-23,1980,12,23,10118,2,NA,FALSE
"4376",1980-12-24,1980,12,24,8979,3,"Christmas Eve",TRUE
"4377",1980-12-25,1980,12,25,7979,4,"Christmas in the USA",TRUE
"4378",1980-12-26,1980,12,26,9313,5,"Boxing Day in UK and Canada",FALSE
"4379",1980-12-27,1980,12,27,8748,6,NA,FALSE
"4380",1980-12-28,1980,12,28,8576,0,NA,FALSE
"4381",1980-12-29,1980,12,29,10881,1,NA,FALSE
"4382",1980-12-30,1980,12,30,11603,2,NA,FALSE
"4383",1980-12-31,1980,12,31,10947,3,"New Year’s Eve",TRUE
"4384",1981-01-01,1981,1,1,8299,4,"New Year’s Day",TRUE
"4385",1981-01-02,1981,1,2,9045,5,NA,FALSE
"4386",1981-01-03,1981,1,3,8458,6,"US Congressional Start Day",FALSE
"4387",1981-01-04,1981,1,4,8295,0,NA,FALSE
"4388",1981-01-05,1981,1,5,9614,1,NA,FALSE
"4389",1981-01-06,1981,1,6,10128,2,NA,FALSE
"4390",1981-01-07,1981,1,7,10140,3,NA,FALSE
"4391",1981-01-08,1981,1,8,9423,4,NA,FALSE
"4392",1981-01-09,1981,1,9,9702,5,NA,FALSE
"4393",1981-01-10,1981,1,10,8449,6,NA,FALSE
"4394",1981-01-11,1981,1,11,8276,0,NA,FALSE
"4395",1981-01-12,1981,1,12,9900,1,NA,FALSE
"4396",1981-01-13,1981,1,13,10163,2,NA,FALSE
"4397",1981-01-14,1981,1,14,10419,3,NA,FALSE
"4398",1981-01-15,1981,1,15,10157,4,NA,FALSE
"4399",1981-01-16,1981,1,16,10164,5,NA,FALSE
"4400",1981-01-17,1981,1,17,8601,6,NA,FALSE
"4401",1981-01-18,1981,1,18,8402,0,NA,FALSE
"4402",1981-01-19,1981,1,19,10368,1,NA,FALSE
"4403",1981-01-20,1981,1,20,10455,2,"US Presidential Inauguration Day",FALSE
"4404",1981-01-21,1981,1,21,10166,3,NA,FALSE
"4405",1981-01-22,1981,1,22,10003,4,NA,FALSE
"4406",1981-01-23,1981,1,23,10123,5,NA,FALSE
"4407",1981-01-24,1981,1,24,8825,6,NA,FALSE
"4408",1981-01-25,1981,1,25,8369,0,"Robbie Burns Day aka Burns Nicht",FALSE
"4409",1981-01-26,1981,1,26,10213,1,"Australia Day",FALSE
"4410",1981-01-27,1981,1,27,10346,2,NA,FALSE
"4411",1981-01-28,1981,1,28,10145,3,NA,FALSE
"4412",1981-01-29,1981,1,29,9874,4,NA,FALSE
"4413",1981-01-30,1981,1,30,10106,5,NA,FALSE
"4414",1981-01-31,1981,1,31,8457,6,NA,FALSE
"4415",1981-02-01,1981,2,1,8474,0,NA,FALSE
"4416",1981-02-02,1981,2,2,10285,1,"Groundhog Day",FALSE
"4417",1981-02-03,1981,2,3,10231,2,NA,FALSE
"4418",1981-02-04,1981,2,4,10083,3,NA,FALSE
"4419",1981-02-05,1981,2,5,9985,4,NA,FALSE
"4420",1981-02-06,1981,2,6,10099,5,NA,FALSE
"4421",1981-02-07,1981,2,7,8563,6,NA,FALSE
"4422",1981-02-08,1981,2,8,8611,0,NA,FALSE
"4423",1981-02-09,1981,2,9,10313,1,NA,FALSE
"4424",1981-02-10,1981,2,10,10355,2,NA,FALSE
"4425",1981-02-11,1981,2,11,10112,3,NA,FALSE
"4426",1981-02-12,1981,2,12,10332,4,NA,FALSE
"4427",1981-02-13,1981,2,13,9670,5,NA,FALSE
"4428",1981-02-14,1981,2,14,9114,6,"Valentine’s Day",TRUE
"4429",1981-02-15,1981,2,15,8538,0,NA,FALSE
"4430",1981-02-16,1981,2,16,9796,1,"Alberta Family Day",FALSE
"4431",1981-02-17,1981,2,17,10409,2,NA,FALSE
"4432",1981-02-18,1981,2,18,10313,3,NA,FALSE
"4433",1981-02-19,1981,2,19,10337,4,NA,FALSE
"4434",1981-02-20,1981,2,20,10368,5,NA,FALSE
"4435",1981-02-21,1981,2,21,8975,6,NA,FALSE
"4436",1981-02-22,1981,2,22,8657,0,NA,FALSE
"4437",1981-02-23,1981,2,23,10157,1,NA,FALSE
"4438",1981-02-24,1981,2,24,10423,2,NA,FALSE
"4439",1981-02-25,1981,2,25,10270,3,NA,FALSE
"4440",1981-02-26,1981,2,26,10054,4,NA,FALSE
"4441",1981-02-27,1981,2,27,10226,5,NA,FALSE
"4442",1981-02-28,1981,2,28,8892,6,NA,FALSE
"4443",1981-03-01,1981,3,1,8534,0,NA,FALSE
"4444",1981-03-02,1981,3,2,10130,1,NA,FALSE
"4445",1981-03-03,1981,3,3,10471,2,"Mardi Gras",FALSE
"4446",1981-03-04,1981,3,4,10277,3,"Ash Wednesday",TRUE
"4447",1981-03-05,1981,3,5,10168,4,NA,FALSE
"4448",1981-03-06,1981,3,6,10134,5,NA,FALSE
"4449",1981-03-07,1981,3,7,8697,6,NA,FALSE
"4450",1981-03-08,1981,3,8,8369,0,NA,FALSE
"4451",1981-03-09,1981,3,9,9912,1,"Commonwealth Day",FALSE
"4452",1981-03-10,1981,3,10,10348,2,NA,FALSE
"4453",1981-03-11,1981,3,11,10184,3,NA,FALSE
"4454",1981-03-12,1981,3,12,10137,4,NA,FALSE
"4455",1981-03-13,1981,3,13,9961,5,NA,FALSE
"4456",1981-03-14,1981,3,14,8937,6,NA,FALSE
"4457",1981-03-15,1981,3,15,8338,0,NA,FALSE
"4458",1981-03-16,1981,3,16,10269,1,NA,FALSE
"4459",1981-03-17,1981,3,17,10731,2,"St. Patrick’s day",TRUE
"4460",1981-03-18,1981,3,18,10129,3,NA,FALSE
"4461",1981-03-19,1981,3,19,10030,4,NA,FALSE
"4462",1981-03-20,1981,3,20,10184,5,"Vernal Equinox",FALSE
"4463",1981-03-21,1981,3,21,8773,6,NA,FALSE
"4464",1981-03-22,1981,3,22,8458,0,NA,FALSE
"4465",1981-03-23,1981,3,23,10040,1,NA,FALSE
"4466",1981-03-24,1981,3,24,10453,2,NA,FALSE
"4467",1981-03-25,1981,3,25,10090,3,NA,FALSE
"4468",1981-03-26,1981,3,26,10193,4,NA,FALSE
"4469",1981-03-27,1981,3,27,10454,5,NA,FALSE
"4470",1981-03-28,1981,3,28,8835,6,NA,FALSE
"4471",1981-03-29,1981,3,29,8532,0,NA,FALSE
"4472",1981-03-30,1981,3,30,10063,1,NA,FALSE
"4473",1981-03-31,1981,3,31,10327,2,NA,FALSE
"4474",1981-04-01,1981,4,1,9860,3,"April Fools’ Day",TRUE
"4475",1981-04-02,1981,4,2,10004,4,NA,FALSE
"4476",1981-04-03,1981,4,3,10151,5,NA,FALSE
"4477",1981-04-04,1981,4,4,8888,6,NA,FALSE
"4478",1981-04-05,1981,4,5,8378,0,NA,FALSE
"4479",1981-04-06,1981,4,6,9988,1,NA,FALSE
"4480",1981-04-07,1981,4,7,10356,2,NA,FALSE
"4481",1981-04-08,1981,4,8,10034,3,NA,FALSE
"4482",1981-04-09,1981,4,9,10052,4,NA,FALSE
"4483",1981-04-10,1981,4,10,10115,5,NA,FALSE
"4484",1981-04-11,1981,4,11,8702,6,NA,FALSE
"4485",1981-04-12,1981,4,12,8338,0,"Palm Sunday",TRUE
"4486",1981-04-13,1981,4,13,9736,1,NA,FALSE
"4487",1981-04-14,1981,4,14,10277,2,NA,FALSE
"4488",1981-04-15,1981,4,15,9966,3,NA,FALSE
"4489",1981-04-16,1981,4,16,9634,4,NA,FALSE
"4490",1981-04-17,1981,4,17,9593,5,"Good Friday",TRUE
"4491",1981-04-18,1981,4,18,8349,6,NA,FALSE
"4492",1981-04-19,1981,4,19,8122,0,"Easter Sunday",TRUE
"4493",1981-04-20,1981,4,20,9558,1,"Easter Monday",TRUE
"4494",1981-04-21,1981,4,21,10155,2,NA,FALSE
"4495",1981-04-22,1981,4,22,9992,3,"Earth Day",FALSE
"4496",1981-04-23,1981,4,23,10078,4,NA,FALSE
"4497",1981-04-24,1981,4,24,9921,5,NA,FALSE
"4498",1981-04-25,1981,4,25,8431,6,"ANZAC Day",FALSE
"4499",1981-04-26,1981,4,26,7756,0,"Daylight Saving Time Start",FALSE
"4500",1981-04-27,1981,4,27,9657,1,NA,FALSE
"4501",1981-04-28,1981,4,28,10242,2,NA,FALSE
"4502",1981-04-29,1981,4,29,9959,3,NA,FALSE
"4503",1981-04-30,1981,4,30,9675,4,NA,FALSE
"4504",1981-05-01,1981,5,1,10047,5,NA,FALSE
"4505",1981-05-02,1981,5,2,8329,6,NA,FALSE
